Signature	Driver	SampsMut	SampsNonMut	MeanDriverPos	MeanDriverNeg	MeanDiff	pValTTest	pAdjTTest
CX7	TUBGCP4	12	5198	0.273	0.01363	0.2594	0.4682	0.853911256117455
CX7	MZT2B	3	5207	-0.3912	0.01446	-0.4057	0.08554	0.58313243902439
CX7	SUMO2	4	5206	-0.329	0.01449	-0.3435	0.07722	0.565163333333333
CX7	HIST1H4B	15	5195	0.04877	0.01413	0.03464	0.8937	0.980583689320388
CX7	LIG3	26	5184	0.5856	0.01136	0.5742	0.1423	0.712353982300885
CX7	MCM10	39	5171	-0.1686	0.01561	-0.1842	0.04307	0.413086666666667
CX7	HIST4H4	8	5202	-0.1644	0.0145	-0.1789	0.5655	0.883001396648045
CX7	OIP5	2	5208	-0.3196	0.01436	-0.334	0.3878	0.834100959692898
CX7	NEK7	10	5200	0.2738	0.01373	0.2601	0.6623	0.908237990196079
CX7	NUDC	10	5200	0.07861	0.0141	0.06451	0.8297	0.964101037344398
CX7	HIST1H2BK	12	5198	0.3804	0.01338	0.367	0.3237	0.812680717488789
CX7	POM121C	15	5195	-0.1916	0.01482	-0.2064	0.05937	0.495340746268657
CX7	CENPL	8	5202	-0.3017	0.01471	-0.3164	0.05777	0.489294393939394
CX7	EME1	18	5192	0.5741	0.01229	0.5618	0.2605	0.796016
CX7	HAUS8	13	5197	0.03611	0.01417	0.02194	0.9391	0.996150561797753
CX7	CSNK1E	22	5188	0.3787	0.01268	0.366	0.5059	0.872755792682927
CX7	DPY30	2	5208	-0.2613	0.01433	-0.2756	0.2173	0.796016
CX7	ATRIP	12	5198	-0.269	0.01488	-0.2839	0.02783	0.320762268041237
CX7	WHSC1	41	5169	0.4691	0.01062	0.4585	0.1635	0.755342975206612
CX7	TUBB2A	17	5193	0.5243	0.01256	0.5117	0.1168	0.646447524752475
CX7	YEATS4	6	5204	0.2414	0.01396	0.2274	0.3993	0.839413067150635
CX7	NDC1	11	5199	0.6443	0.01289	0.6314	0.341	0.816416049382716
CX7	RUNX1	36	5174	-0.06208	0.01476	-0.07684	0.5275	0.873660289855072
CX7	HIST1H4A	7	5203	0.09718	0.01412	0.08306	0.6288	0.898974936061381
CX7	SYCE2	7	5203	-0.3015	0.01465	-0.3162	0.02602	0.312326382978723
CX7	EGR3	21	5189	-0.1661	0.01496	-0.1811	0.1926	0.787088321167883
CX7	SUN2	17	5193	0.04982	0.01411	0.03571	0.858	0.970139130434783
CX7	PTMA	15	5195	0.7415	0.01213	0.7294	0.2237	0.796016
CX7	RAD23A	14	5196	0.3496	0.01332	0.3363	0.5353	0.873660289855072
CX7	TUBA1C	13	5197	-0.1541	0.01465	-0.1687	0.1291	0.687303809523809
CX7	HDAC10	17	5193	0.6556	0.01213	0.6435	0.2059	0.788343150684932
CX7	LMNB1	16	5194	0.2556	0.01348	0.2421	0.6351	0.900744262295082
CX7	HIST1H2BF	15	5195	0.2407	0.01357	0.2271	0.372	0.826831013916501
CX7	PAFAH1B1	10	5200	-0.07848	0.01441	-0.09289	0.5376	0.873660289855072
CX7	NEK6	10	5200	0.6802	0.01295	0.6672	0.3023	0.812680717488789
CX7	VPS72	9	5201	0.3322	0.01368	0.3185	0.4124	0.839413067150635
CX7	SMARCA5	31	5179	-0.09322	0.01487	-0.1081	0.3328	0.816416049382716
CX7	CENPT	14	5196	-0.173	0.01473	-0.1877	0.1066	0.625963541666667
CX7	GATAD2A	21	5189	0.1627	0.01363	0.1491	0.5118	0.872755792682927
CX7	NUP62	23	5187	0.5235	0.01197	0.5115	0.2498	0.796016
CX7	SMARCC1	36	5174	-0.01745	0.01445	-0.0319	0.8331	0.964188198757764
CX7	CCNA1	34	5176	0.04842	0.014	0.03442	0.7897	0.94831858216971
CX7	PARG	10	5200	-0.2283	0.01469	-0.243	0.1363	0.702596330275229
CX7	REC8	16	5194	-0.01988	0.01433	-0.03421	0.8369	0.965118935516889
CX7	NUP50	9	5201	0.53	0.01333	0.5167	0.2007	0.788343150684932
CX7	ACTB	29	5181	-0.09574	0.01484	-0.1106	0.317	0.812680717488789
CX7	PSMD1	27	5183	0.02152	0.01419	0.00733	0.9628	0.999452553389044
CX7	PPP2R5C	24	5186	0.3982	0.01245	0.3858	0.2666	0.796016
CX7	CDK11A	20	5190	0.1857	0.01357	0.1721	0.3751	0.829696850393701
CX7	HIST1H2BM	10	5200	0.03711	0.01418	0.02293	0.9232	0.990993486590038
CX7	SMC2	46	5164	0.2133	0.01245	0.2008	0.2356	0.796016
CX7	JADE2	25	5185	0.3482	0.01262	0.3356	0.3063	0.812680717488789
CX7	POLD2	16	5194	0.1204	0.0139	0.1065	0.7141	0.92924
CX7	PSMF1	18	5192	-0.1869	0.01492	-0.2018	0.1317	0.691270422535211
CX7	PSMB2	6	5204	0.7864	0.01334	0.7731	0.2058	0.788343150684932
CX7	PPP2CA	18	5192	0.8637	0.01128	0.8524	0.09182	0.59683
CX7	RELA	18	5192	-0.04862	0.01444	-0.06306	0.6778	0.918521696969697
CX7	ACVR2A	44	5166	0.1237	0.01329	0.1104	0.5887	0.890943817204301
CX7	PPP5C	12	5198	-0.1519	0.01461	-0.1665	0.4921	0.869143443917851
CX7	H2AFJ	2	5208	0.9564	0.01387	0.9425	0.2403	0.796016
CX7	FANCE	12	5198	0.1339	0.01395	0.1199	0.769	0.944894285714286
CX7	ZFP36L2	55	5155	0.003405	0.01434	-0.01094	0.9079	0.982606195546951
CX7	MBD4	16	5194	-0.06918	0.01448	-0.08366	0.6733	0.916433576642336
CX7	SMAD2	38	5172	0.1468	0.01325	0.1336	0.6167	0.89353667953668
CX7	TAF12	2	5208	3.529	0.01288	3.516	0.06932	0.545630909090909
CX7	SUMO3	3	5207	-0.4827	0.01451	-0.4972	0.01632	0.228072
CX7	PPP1R12A	35	5175	-0.1101	0.01507	-0.1252	0.2466	0.796016
CX7	PPP2R5E	19	5191	0.2508	0.01336	0.2374	0.3525	0.816416049382716
CX7	PSMB1	7	5203	0.08402	0.01413	0.06989	0.8156	0.962873072861668
CX7	CDC25C	25	5185	-0.07533	0.01466	-0.08999	0.4964	0.872755792682927
CX7	ANAPC7	24	5186	0.7404	0.01087	0.7295	0.1205	0.65397572815534
CX7	ELP2	25	5185	-0.1843	0.01518	-0.1995	0.1067	0.625963541666667
CX7	WDR77	11	5199	0.5119	0.01317	0.4987	0.563	0.882796633941094
CX7	POLH	19	5191	-0.2459	0.01518	-0.2611	0.006808	0.138388072727273
CX7	POLD4	3	5207	0.6309	0.01387	0.617	0.5038	0.872755792682927
CX7	FBXW11	17	5193	0.4339	0.01285	0.421	0.2478	0.796016
CX7	E2F6	3	5207	-0.2415	0.01437	-0.2559	0.498	0.872755792682927
CX7	TADA2A	18	5192	0.2769	0.01332	0.2636	0.1988	0.788343150684932
CX7	UBE2D1	4	5206	-0.3798	0.01453	-0.3943	0.03532	0.376286857142857
CX7	NBN	31	5179	0.1196	0.0136	0.106	0.5913	0.890943817204301
CX7	PSMD2	23	5187	-0.07528	0.01462	-0.0899	0.4677	0.853911256117455
CX7	GTF2H3	7	5203	-0.2188	0.01454	-0.2333	0.1354	0.702596330275229
CX7	RPA2	8	5202	0.07694	0.01413	0.06281	0.8582	0.970139130434783
CX7	DSN1	17	5193	-0.1107	0.01464	-0.1253	0.4328	0.841280617495712
CX7	NDEL1	10	5200	0.4047	0.01348	0.3912	0.3049	0.812680717488789
CX7	FANCG	14	5196	0.1317	0.01391	0.1178	0.7509	0.941150448430493
CX7	ANAPC15	3	5207	0.1525	0.01415	0.1384	0.7861	0.947167672413793
CX7	ORC2	21	5189	0.05857	0.01405	0.04452	0.8235	0.963092163009404
CX7	LIG1	35	5175	0.4087	0.01156	0.3971	0.1766	0.7712453125
CX7	PPP2R5A	13	5197	-0.2344	0.01485	-0.2492	0.186	0.787088321167883
CX7	NTHL1	8	5202	0.3603	0.01369	0.3466	0.4246	0.841280617495712
CX7	CCNB1	10	5200	0.3153	0.01365	0.3017	0.3439	0.816416049382716
CX7	GINS4	10	5200	0.004891	0.01424	-0.009349	0.9742	1
CX7	ELP3	15	5195	0.008535	0.01424	-0.005705	0.9835	1
CX7	RAD9B	16	5194	-0.2278	0.01497	-0.2428	0.159	0.74798410041841
CX7	COPS8	6	5204	0.05825	0.01418	0.04407	0.9123	0.98641334622824
CX7	KIF2A	17	5193	-0.2607	0.01513	-0.2758	0.02495	0.306528571428571
CX7	ALKBH2	15	5195	-0.1431	0.01468	-0.1578	0.3027	0.812680717488789
CX7	AJUBA	46	5164	0.08155	0.01363	0.06792	0.7097	0.928005380116959
CX7	HIST1H2AC	21	5189	-0.1105	0.01473	-0.1252	0.4767	0.858381499202552
CX7	CBFB	15	5195	-0.2229	0.01491	-0.2378	0.07663	0.565163333333333
CX7	HIST1H2AG	17	5193	0.7256	0.0119	0.7137	0.1028	0.622112903225806
CX7	CEP72	29	5181	0.2226	0.01306	0.2095	0.6386	0.900744262295082
CX7	RBBP8	20	5190	0.2491	0.01332	0.2358	0.4668	0.853911256117455
CX7	GSK3B	9	5201	0.0461	0.01417	0.03193	0.9333	0.994689609151573
CX7	CENPU	12	5198	0.1907	0.01382	0.1769	0.5027	0.872755792682927
CX7	FANCL	10	5200	0.3662	0.01355	0.3526	0.3333	0.816416049382716
CX7	SUMO1	8	5202	0.6221	0.01329	0.6088	0.4387	0.841280617495712
CX7	HIST1H2AE	18	5192	-0.068	0.01451	-0.08251	0.7125	0.928409090909091
CX7	POLE4	2	5208	0.1807	0.01416	0.1665	0.8579	0.970139130434783
CX7	ORC1	23	5187	-0.01751	0.01437	-0.03188	0.8819	0.977309108910891
CX7	VRK1	9	5201	-0.532	0.01517	-0.5472	1.266e-20	4.71796e-18
CX7	ITGB3BP	10	5200	-0.2665	0.01477	-0.2813	0.03147	0.344935882352941
CX7	ACD	20	5190	-0.07761	0.01458	-0.09219	0.5509	0.875635260930889
CX7	ISG15	4	5206	1.311	0.01323	1.298	0.2474	0.796016
CX7	CENPA	2	5208	-0.3934	0.01438	-0.4078	0.02968	0.330086732673267
CX7	HIST1H2AA	17	5193	-0.423	0.01566	-0.4387	4.414e-07	8.22475333333333e-05
CX7	FBXL18	19	5191	-0.01275	0.01433	-0.02708	0.9136	0.986864541062802
CX7	RCHY1	7	5203	-0.2395	0.01457	-0.2541	0.1676	0.755551612903226
CX7	CENPP	7	5203	2.231	0.01124	2.22	0.2058	0.788343150684932
CX7	KAT7	19	5191	0.2941	0.0132	0.2809	0.2835	0.812680717488789
CX7	PSMB6	6	5204	0.07632	0.01416	0.06216	0.8775	0.97724780876494
CX7	CDC14A	31	5179	0.06941	0.0139	0.05551	0.8411	0.965118935516889
CX7	ENSA	3	5207	-0.2973	0.01441	-0.3117	0.1409	0.712353982300885
CX7	SMARCE1	15	5195	0.04136	0.01415	0.02721	0.8863	0.979133794466403
CX7	ASCC2	27	5183	0.4167	0.01213	0.4046	0.3875	0.834100959692898
CX7	DCLRE1C	31	5179	0.822	0.009392	0.8126	0.05636	0.480996030534351
CX7	SMUG1	8	5202	0.4678	0.01353	0.4543	0.1466	0.715033913043478
CX7	POLR2C	13	5197	-0.3196	0.01506	-0.3347	0.0113	0.183092753623188
CX7	ATXN3	14	5196	-0.1338	0.01463	-0.1484	0.4328	0.841280617495712
CX7	DYNC1LI1	15	5195	0.2367	0.01358	0.2231	0.5324	0.873660289855072
CX7	HIST1H3H	14	5196	0.3986	0.01319	0.3854	0.426	0.841280617495712
CX7	UBE2T	10	5200	0.06957	0.01412	0.05545	0.8244	0.963092163009404
CX7	YWHAB	8	5202	0.1409	0.01403	0.1269	0.739	0.93993401592719
CX7	ERCC8	15	5195	0.3983	0.01312	0.3852	0.4273	0.841280617495712
CX7	SMC4	63	5147	0.1494	0.01257	0.1368	0.4526	0.850431596638655
CX7	NHEJ1	6	5204	-0.2575	0.01454	-0.272	0.1922	0.787088321167883
CX7	PAXIP1	34	5176	0.143	0.01338	0.1296	0.4153	0.840316245487364
CX7	PRMT3	13	5197	0.3345	0.01343	0.3211	0.5121	0.872755792682927
CX7	HIST3H2BB	2	5208	-0.3561	0.01437	-0.3705	0.3101	0.812680717488789
CX7	PSMA7	9	5201	-0.07836	0.01439	-0.09275	0.6475	0.901205217391304
CX7	BUB3	7	5203	0.8099	0.01316	0.7967	0.1034	0.622112903225806
CX7	RAD51AP1	9	5201	-0.1755	0.01456	-0.1901	0.2591	0.796016
CX7	PSMD10	5	5205	-0.189	0.01442	-0.2034	0.2359	0.796016
CX7	PPP2R3B	19	5191	0.8084	0.01132	0.7971	0.2596	0.796016
CX7	AEBP2	12	5198	-0.02918	0.01433	-0.04351	0.8236	0.963092163009404
CX7	PARP2	21	5189	0.1951	0.01349	0.1816	0.3588	0.819562448979592
CX7	RPA1	15	5195	0.7119	0.01221	0.6997	0.315	0.812680717488789
CX7	USP10	25	5185	0.04838	0.01406	0.03432	0.8912	0.980583689320388
CX7	TAF6L	19	5191	-0.1601	0.01486	-0.175	0.1122	0.639900502512563
CX7	PSMC4	13	5197	-0.02687	0.01433	-0.0412	0.8181	0.963092163009404
CX7	EYA3	18	5192	0.03404	0.01416	0.01988	0.9281	0.992933779904306
CX7	ING4	5	5205	-0.1824	0.01442	-0.1968	0.3156	0.812680717488789
CX7	JMJD6	17	5193	0.4144	0.01292	0.4015	0.1599	0.74798410041841
CX7	CEP78	26	5184	-0.0175	0.01439	-0.03189	0.8264	0.963415224191866
CX7	YWHAE	7	5203	-0.1051	0.01439	-0.1195	0.5003	0.872755792682927
CX7	WDR5	13	5197	0.8932	0.01203	0.8812	0.3549	0.816416049382716
CX7	DYNC1LI2	9	5201	0.6825	0.01307	0.6694	0.2293	0.796016
CX7	TAF10	5	5205	0.8112	0.01346	0.7977	0.5506	0.875635260930889
CX7	CDC45	19	5191	-0.08758	0.0146	-0.1022	0.5856	0.890943817204301
CX7	TERF1	14	5196	-0.09642	0.01452	-0.1109	0.4449	0.845915306122449
CX7	XPC	21	5189	-0.05382	0.0145	-0.06832	0.6738	0.916433576642336
CX7	SETD1B	26	5184	-0.1248	0.01492	-0.1397	0.5232	0.873660289855072
CX7	RARA	10	5200	-0.3511	0.01493	-0.366	0.009144	0.163724888888889
CX7	HDAC1	10	5200	-0.3322	0.01489	-0.3471	0.004477	0.111228577777778
CX7	SPRTN	19	5191	0.08068	0.01398	0.0667	0.7562	0.942066666666667
CX7	TUBA1B	9	5201	-0.2994	0.01477	-0.3142	0.02465	0.306528571428571
CX7	NEIL2	18	5192	0.5149	0.01249	0.5024	0.4564	0.852591652754591
CX7	NUP160	42	5168	-0.2366	0.01627	-0.2529	0.004426	0.111228577777778
CX7	CDKN2D	6	5204	0.5223	0.01364	0.5087	0.2394	0.796016
CX7	MAD2L1	9	5201	0.02008	0.01422	0.00586	0.9784	1
CX7	MAPRE1	12	5198	-0.004126	0.01427	-0.0184	0.9384	0.996150561797753
CX7	CKS1B	4	5206	0.2104	0.01408	0.1963	0.6307	0.900539719029374
CX7	VHL	58	5152	0.03976	0.01394	0.02582	0.8923	0.980583689320388
CX7	SMARCD1	13	5197	0.1047	0.014	0.0907	0.7085	0.928005380116959
CX7	CDCA8	8	5202	-0.1439	0.01447	-0.1584	0.3663	0.826377108433735
CX7	UBE2C	6	5204	0.108	0.01412	0.09388	0.7506	0.941150448430493
CX7	FANCC	14	5196	-0.1056	0.01455	-0.1202	0.6447	0.901205217391304
CX7	PSMB4	6	5204	0.3003	0.0139	0.2864	0.6609	0.907722604422604
CX7	YWHAG	7	5203	0.3445	0.01378	0.3307	0.5351	0.873660289855072
CX7	ACTL6B	28	5182	-0.2342	0.01557	-0.2498	0.001836	0.0622014545454545
CX7	RAD51	8	5202	-0.1782	0.01452	-0.1927	0.2483	0.796016
CX7	COPS7A	8	5202	-0.2044	0.01456	-0.219	0.1232	0.6622
CX7	ANAPC11	2	5208	0.111	0.01419	0.09681	0.7034	0.925177882352941
CX7	RPL22	23	5187	-0.1533	0.01497	-0.1683	0.2152	0.796016
CX7	C19orf40	12	5198	0.8673	0.01226	0.855	0.2845	0.812680717488789
CX7	VCP	22	5188	-0.1131	0.01477	-0.1279	0.4522	0.850431596638655
CX7	UVSSA	25	5185	0.1441	0.0136	0.1305	0.7001	0.923536556603774
CX7	PSMD6	6	5204	1.707	0.01228	1.695	0.4121	0.839413067150635
CX7	RPA3	7	5203	-0.3627	0.01473	-0.3774	0.01014	0.171810294117647
CX7	BABAM1	6	5204	-0.441	0.01475	-0.4558	0.003901	0.103840904761905
CX7	PPP1CB	15	5195	0.09869	0.01398	0.08471	0.7915	0.949460300429185
CX7	BANF1	3	5207	-0.5532	0.01455	-0.5678	1.517e-298	1.696006e-295
CX7	PMF1	4	5206	-0.3628	0.01452	-0.3773	0.01045	0.171810294117647
CX7	PRKACA	14	5196	0.09378	0.01401	0.07977	0.7679	0.944894285714286
CX7	NFKB1	25	5185	-0.05855	0.01458	-0.07313	0.6116	0.89353667953668
CX7	TUBB6	20	5190	0.6444	0.0118	0.6326	0.1708	0.760774501992032
CX7	NUP37	15	5195	0.11	0.01395	0.09605	0.615	0.89353667953668
CX7	HIST1H3G	10	5200	-0.08852	0.01442	-0.1029	0.7121	0.928409090909091
CX7	FBXO5	14	5196	0.8591	0.01195	0.8472	0.295	0.812680717488789
CX7	COPS3	17	5193	-0.2149	0.01498	-0.2299	0.09745	0.615514285714286
CX7	MBD3	16	5194	0.5229	0.01266	0.5102	0.2925	0.812680717488789
CX7	USO1	15	5195	-0.02473	0.01434	-0.03907	0.8499	0.969046951219512
CX7	CENPH	13	5197	-0.05483	0.0144	-0.06923	0.7711	0.944929694323144
CX7	ORC4	11	5199	0.225	0.01378	0.2112	0.4264	0.841280617495712
CX7	DYNLL2	1	5209	0.3289	0.01417	0.3147	1	1
CX7	NDC80	31	5179	0.1921	0.01316	0.1789	0.4207	0.841280617495712
CX7	C17orf70	17	5193	-0.01124	0.01431	-0.02555	0.8739	0.97724780876494
CX7	ELP6	4	5206	0.2039	0.01408	0.1898	0.6327	0.900744262295082
CX7	RAD52	11	5199	-0.2397	0.01476	-0.2545	0.04723	0.440026166666667
CX7	HIST1H2BB	15	5195	-0.1258	0.01463	-0.1404	0.45	0.848397976391231
CX7	HIST1H3D	15	5195	0.359	0.01323	0.3458	0.1874	0.787088321167883
CX7	NUP35	7	5203	-0.2254	0.01455	-0.24	0.304	0.812680717488789
CX7	HIST1H2BG	19	5191	-0.008954	0.01431	-0.02326	0.8973	0.980583689320388
CX7	POLD3	13	5197	-0.2616	0.01492	-0.2765	0.1001	0.615514285714286
CX7	HIST3H2A	7	5203	0.172	0.01401	0.158	0.6814	0.91976080760095
CX7	RFC3	7	5203	0.2459	0.01392	0.232	0.6081	0.89353667953668
CX7	TK1	8	5202	-0.283	0.01468	-0.2977	0.01196	0.191018285714286
CX7	USP1	18	5192	0.1441	0.01378	0.1303	0.501	0.872755792682927
CX7	PSMD9	4	5206	-0.1651	0.01436	-0.1795	0.3235	0.812680717488789
CX7	HIST1H3C	19	5191	0.1097	0.01388	0.09582	0.7456	0.940553655793026
CX7	BRD7	42	5168	-0.04326	0.01469	-0.05795	0.653	0.902415327564895
CX7	INO80E	9	5201	-0.3308	0.01482	-0.3456	0.004662	0.112703914893617
CX7	HIST1H2AD	12	5198	0.7764	0.01247	0.7639	0.2169	0.796016
CX7	TERF2IP	9	5201	-0.09838	0.01442	-0.1128	0.6528	0.902415327564895
CX7	NHP2	4	5206	-0.06597	0.01429	-0.08026	0.7943	0.950778800856531
CX7	CCNH	7	5203	-0.1897	0.0145	-0.2042	0.266	0.796016
CX7	BORA	15	5195	0.05166	0.01412	0.03754	0.8573	0.970139130434783
CX7	UBE2B	4	5206	0.7729	0.01364	0.7593	0.3107	0.812680717488789
CX7	CENPQ	9	5201	0.1869	0.01393	0.173	0.5737	0.890828611111111
CX7	PSME2	6	5204	1.04	0.01304	1.027	0.3505	0.816416049382716
CX7	RAD1	6	5204	-0.2243	0.0145	-0.2388	0.2091	0.789776351351351
CX7	FZR1	31	5179	0.05715	0.01397	0.04318	0.8689	0.97631175879397
CX7	MAD2L2	4	5206	-0.2354	0.01442	-0.2498	0.07831	0.565163333333333
CX7	H2AFX	11	5199	-0.3309	0.01496	-0.3459	0.01017	0.171810294117647
CX7	PSMA6	10	5200	0.305	0.01367	0.2913	0.4752	0.858381499202552
CX7	PSMB3	6	5204	-0.245	0.01453	-0.2595	0.133	0.694831775700935
CX7	HIST1H4K	27	5183	-0.076	0.0147	-0.0907	0.5185	0.873660289855072
CX7	HIST1H4F	6	5204	-0.406	0.01471	-0.4207	0.03534	0.376286857142857
CX7	PSME1	3	5207	0.04174	0.01421	0.02753	0.9516	0.996150561797753
CX7	CDC7	22	5188	0.07743	0.01396	0.06347	0.6771	0.918521696969697
CX7	RPS27	1	5209	0.01707	0.01423	0.00284	1	1
CX7	PPIE	11	5199	-0.2112	0.0147	-0.2259	0.267	0.796016
CX7	HAUS2	3	5207	-0.5029	0.01452	-0.5174	0.00585	0.128241176470588
CX7	PSMB10	5	5205	-0.3655	0.01459	-0.3801	0.06932	0.545630909090909
CX7	AURKB	10	5200	-0.4602	0.01514	-0.4753	1.736e-09	3.881696e-07
CX7	POLR2K	1	5209	0.5585	0.01412	0.5444	1	1
CX7	CUL4A	20	5190	0.07037	0.01401	0.05636	0.8606	0.970888799192735
CX7	CSNK2A2	8	5202	1.288	0.01227	1.276	0.3318	0.816416049382716
CX7	APEX1	8	5202	-0.09631	0.0144	-0.1107	0.5318	0.873660289855072
CX7	CCDC101	11	5199	-0.06437	0.01439	-0.07876	0.7471	0.940553655793026
CX7	DHFR	1	5209	3.645	0.01353	3.631	1	1
CX7	E2F3	12	5198	-0.3735	0.01512	-0.3886	0.001244	0.0463597333333333
CX7	CENPK	7	5203	-0.1466	0.01444	-0.161	0.5877	0.890943817204301
CX7	BIRC5	5	5205	0.8835	0.01339	0.8701	0.196	0.788343150684932
CX7	PSMA1	13	5197	0.003808	0.01425	-0.01044	0.9458	0.996150561797753
CX7	MZT1	6	5204	-0.4292	0.01474	-0.4439	0.01559	0.222892405063291
CX7	TYMS	10	5200	-0.05233	0.01435	-0.06668	0.7454	0.940553655793026
CX7	HIST1H3A	7	5203	0.3878	0.01372	0.3741	0.3548	0.816416049382716
CX7	ESCO2	17	5193	0.1077	0.01392	0.09378	0.621	0.89353667953668
CX7	HIST1H2AJ	11	5199	0.3306	0.01356	0.317	0.5475	0.875394
CX7	POLR2F	9	5201	-0.08133	0.01439	-0.09572	0.6183	0.89353667953668
CX7	GINS1	5	5205	0.1951	0.01405	0.181	0.7089	0.928005380116959
CX7	RCC2	17	5193	0.4642	0.01275	0.4514	0.4128	0.839413067150635
CX7	UBB	11	5199	0.09205	0.01406	0.07799	0.7982	0.952388046958378
CX7	RAB1B	10	5200	-0.3108	0.01485	-0.3256	0.004035	0.10491
CX7	PSMD7	6	5204	0.1137	0.01411	0.09959	0.8393	0.965118935516889
CX7	CCNB2	8	5202	-0.005766	0.01426	-0.02003	0.9454	0.996150561797753
CX7	DCTN3	1	5209	-0.4107	0.01431	-0.425	1	1
CX7	H2AFB1	2	5208	-0.3655	0.01437	-0.3799	0.09134	0.59683
CX7	DDB2	14	5196	0.3414	0.01335	0.328	0.3673	0.826377108433735
CX7	UFD1L	5	5205	-0.2794	0.01451	-0.2939	0.3087	0.812680717488789
CX7	PSME3	11	5199	0.1081	0.01403	0.09407	0.69	0.91976080760095
CX7	CENPW	3	5207	-0.2515	0.01438	-0.2659	0.4137	0.839413067150635
CX7	RBX1	5	5205	-0.1465	0.01438	-0.1609	0.5387	0.873660289855072
CX7	ORC6	6	5204	0.4002	0.01378	0.3864	0.4801	0.858381499202552
CX7	TIPIN	6	5204	0.2492	0.01396	0.2352	0.5229	0.873660289855072
CX7	CNEP1R1	1	5209	-0.4012	0.01431	-0.4155	1	1
CX7	ADPRHL2	10	5200	0.1868	0.0139	0.1729	0.6566	0.904037931034483
CX7	C1orf86	8	5202	-0.2528	0.01464	-0.2674	0.2517	0.796016
CX7	AURKA	13	5197	0.009438	0.01424	-0.004802	0.9854	1
CX7	TERF2	12	5198	-0.148	0.0146	-0.1626	0.3711	0.826831013916501
CX7	POLR2I	7	5203	0.5135	0.01356	0.4999	0.2941	0.812680717488789
CX7	SUV420H2	13	5197	0.187	0.01379	0.1732	0.3523	0.816416049382716
CX7	SAP30	4	5206	-0.5109	0.01463	-0.5255	4.253e-06	0.000528317111111111
CX7	SAP18	6	5204	0.6957	0.01344	0.6823	0.3759	0.829696850393701
CX7	DYNLL1	7	5203	0.4999	0.01357	0.4863	0.3905	0.834759082217973
CX7	MND1	10	5200	0.3588	0.01356	0.3452	0.2015	0.788343150684932
CX7	XRCC3	6	5204	0.7293	0.0134	0.7159	0.3216	0.812680717488789
CX7	PPP4C	11	5199	-0.1222	0.01452	-0.1367	0.3881	0.834100959692898
CX7	UBE2I	5	5205	-0.2759	0.01451	-0.2904	0.1786	0.773933333333333
CX7	B9D2	5	5205	0.463	0.0138	0.4492	0.3425	0.816416049382716
CX7	MIS12	6	5204	-0.2208	0.0145	-0.2353	0.1925	0.787088321167883
CX7	SKA2	2	5208	-0.4474	0.0144	-0.4618	0.1378	0.703472146118722
CX7	SAP30L	6	5204	0.1888	0.01403	0.1748	0.7161	0.929848780487805
CX7	ANAPC16	2	5208	1.781	0.01355	1.767	0.5703	0.888015877437326
CX7	PSMA2	3	5207	0.8541	0.01374	0.8404	0.3217	0.812680717488789
CX7	UBE2E1	3	5207	-0.09633	0.01429	-0.1106	0.8313	0.964101037344398
CX7	HIST1H4L	14	5196	0.5032	0.01291	0.4903	0.2629	0.796016
CX7	CDK2	6	5204	-0.1498	0.01442	-0.1642	0.607	0.89353667953668
CX7	POLR2J	4	5206	-0.3763	0.01453	-0.3908	0.07497	0.565163333333333
CX7	RNF4	4	5206	0.4579	0.01389	0.444	0.4814	0.858381499202552
CX7	MPG	11	5199	-0.06099	0.01439	-0.07538	0.8377	0.965118935516889
CX7	ARPP19	5	5205	0.01605	0.01423	0.00182	0.9924	1
CX7	RPS27A	4	5206	-0.4111	0.01455	-0.4256	0.02772	0.320762268041237
CX7	UBE2N	6	5204	-0.1298	0.01439	-0.1442	0.5452	0.875394
CX7	ENY2	4	5206	-0.3699	0.01452	-0.3844	0.01508	0.221834736842105
CX7	PSMB7	7	5203	0.5806	0.01346	0.5671	0.5889	0.890943817204301
CX7	POLE3	2	5208	-0.1845	0.0143	-0.1988	1.371e-36	7.66389e-34
CX7	GTF2H5	3	5207	0.321	0.01405	0.307	0.5646	0.883001396648045
CX7	PCBP4	10	5200	0.04671	0.01416	0.03255	0.9022	0.980583689320388
CX7	RAB1A	6	5204	-0.3617	0.01466	-0.3764	0.03733	0.384427889908257
CX7	CDC26	2	5208	1.629	0.01361	1.615	0.5943	0.891848859060403
CX7	SPC24	3	5207	2.081	0.01304	2.068	0.4813	0.858381499202552
CX7	ANAPC10	4	5206	-0.5293	0.01464	-0.5439	2.478e-06	0.0003463005
CX7	SLX1B	2	5208	1.333	0.01372	1.319	0.3179	0.812680717488789
CX7	SYCE3	1	5209	-0.4345	0.01431	-0.4488	1	1
CX7	POLR2L	4	5206	0.6395	0.01375	0.6257	0.2889	0.812680717488789
CX7	CENPO	8	5202	-0.3081	0.01472	-0.3228	0.02943	0.330086732673267
CX7	LIN52	0	5210	0	0.01423	-0.01423	1	1
CX7	STRA13	1	5209	-0.5532	0.01434	-0.5675	1	1
CX7	SLX1A	2	5208	-0.104	0.01427	-0.1183	0.729	0.933587628865979
CX7	NSL1	11	5199	0.162	0.01391	0.1481	0.515	0.873660289855072
CX7	SHFM1	4	5206	-0.1255	0.01433	-0.1398	0.6489	0.901205217391304
